image_path,label
plantGuard_dataset/images/Tomato___Bacterial_spot/5e52ddf8-0ff3-4abc-be58-b7cfd152b145.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/2409447b-88d9-4cf7-8de4-172f458ecb8c.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/d6248685-cd0f-4473-8ba2-337a09019d6a.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/eca8a6de-cddf-473f-95f6-a077d252e8f0.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Tomato___Leaf_Mold/1035bfc9-94e0-49ea-9361-37cebae7b6a4.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Tomato___Bacterial_spot/11a78019-8015-49e7-aa72-74143b280174.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Soybean___healthy/1a6f85b1-78eb-40e1-9822-99061b4b7921.JPG,Soybean___healthy
plantGuard_dataset/images/Raspberry___healthy/0135a87f-7250-4fa2-8076-dc2b680f44a6.JPG,Raspberry___healthy
plantGuard_dataset/images/Corn_(maize)___Common_rust_/dbeafedd-3e74-48a5-a8ea-e144932f225d.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/d79b30ab-a1f6-4eb7-afa6-893b7ed928dc.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Soybean___healthy/222ab524-0272-4791-8109-d0a7e9aed38d.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Late_blight/0ab77458-9745-4d22-96e5-f66e8143b781.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/3656b8f7-e963-4a66-a33b-234affe66aad.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Target_Spot/c1c169a6-bf5e-487c-af64-93f99e2ae0a5.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/cf72b55b-66e2-433a-9457-3ae4b9383afc.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Peach___Bacterial_spot/4ce0a597-077f-4b3a-a747-c3ff8b011a3f.JPG,Peach___Bacterial_spot
"plantGuard_dataset/images/Pepper,_bell___healthy/629a0336-602a-4e15-8337-6433e631bf83.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Tomato___Target_Spot/1a0b7653-b887-460e-b988-950c905245f0.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Soybean___healthy/3cfbc311-95c4-4017-9fab-1f98aed1b710.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/295f9315-b2d3-4a85-8127-f051c4293724.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/f6f1feff-80c4-4f9d-95dd-0e81096197ce.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Cherry_(including_sour)___healthy/a6c33ae1-40f6-4425-a93a-64e08f0e0f71.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/79a20df0-a76a-48bb-b6db-e721c1f24307.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/bc269eed-a4c6-4f1e-8f4f-4e6aec439226.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/11a9e500-e037-4622-80be-8fa9a158d79a.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Corn_(maize)___healthy/bba115bb-68f3-4a37-943c-4d097b519875.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/9fcf1e94-7138-4d72-a445-ab67b94b0e61.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Bacterial_spot/046b202e-1858-4c5b-9e89-a53317b4deb9.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/2eb4e61d-54e1-49d4-9097-b926e260c1d8.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Cherry_(including_sour)___healthy/480c04f7-f40a-4551-a48d-f7a9a5b50508.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Blueberry___healthy/e91623d1-0816-4b08-9fba-789a9768063d.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/01734ad4-2c7c-4b6f-b828-70aee0b2a4a1.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/bfb4c15d-c380-43f7-93dd-09ab9160c1dc.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Soybean___healthy/747469c6-51c2-40cd-b7fa-28a35a12d7c0.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/0419b6be-c0f8-4c71-a708-aa5a9f36b881.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Peach___Bacterial_spot/a22eb79b-14a0-4875-afbb-8989a101d0ab.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Apple___healthy/4897bfc1-36d7-452d-afbe-9413b5485aaa.JPG,Apple___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/7b670c5d-1a15-4aaa-8de5-ecc5efb612d4.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Blueberry___healthy/a560f4a7-86e8-4a39-9f26-cea49198bfa2.JPG,Blueberry___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/7fbcb763-0b35-46fe-9052-ec33e24bbaad.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Grape___Black_rot/47358acc-ae91-4d43-abde-900686083aef.JPG,Grape___Black_rot
plantGuard_dataset/images/Tomato___Target_Spot/43d4979c-e752-49fd-a027-891edd427bd3.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Corn_(maize)___Common_rust_/5af9c4f1-82cc-49a8-9c8e-c6dfd967e2b1.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/aed382bf-35df-4cc1-8ba0-26789984959f.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Grape___Black_rot/eaf3125e-ac76-41ed-a3f8-0e63626c0c99.JPG,Grape___Black_rot
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/0fdae120-e601-4221-a5d4-fdd3218eb5dc.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/c4c8f6ab-957c-4375-9a3b-a1ec8b28c433.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/a0209e41-4990-4bdc-a7c2-b5fc7fcc57be.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/b3ddcb36-19ce-4f7a-8b4a-380ee45bdd14.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/7e91097a-4624-4eea-a621-dbf595179aac.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/3633d60a-c10e-4000-90b1-40d269c467f5.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Peach___Bacterial_spot/e5ef8719-b5c3-4da7-bc33-dfd90ec501c0.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/2efb3fe9-4a61-4c0d-8de2-90862e483594.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Tomato___healthy/f290e128-250e-4076-b66c-42dafd96857b.JPG,Tomato___healthy
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/00aaaa03-63ad-4be9-ab5a-ef7dd8486744.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Strawberry___healthy/172dd153-9404-4a01-9c4a-862f35964d7c.JPG,Strawberry___healthy
plantGuard_dataset/images/Soybean___healthy/0c129d03-2400-44a9-9e4c-f05dd70b0c86.JPG,Soybean___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/911dbee4-6dbe-4a34-94ac-5a216112dc48.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Soybean___healthy/0b92a09b-e6bc-4a33-8d05-05f40314f1b3.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Leaf_Mold/abb0caac-62e2-49ca-943d-a4ca277db886.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/f163a6b4-493e-42d9-98db-da4d9a82d5fb.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Apple___healthy/6fdb6562-bb88-404b-a227-0a009dac2b2d.JPG,Apple___healthy
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/ddff0f2f-ae7c-485b-8ffd-5d0c7a920779.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Peach___Bacterial_spot/c8cfe286-4162-4135-8d34-b368637a23d1.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Grape___Black_rot/7c79c109-8152-49ed-abdf-0f04b779795f.JPG,Grape___Black_rot
plantGuard_dataset/images/Peach___healthy/217b7465-5c28-41bb-8426-1fc864b3328e.JPG,Peach___healthy
plantGuard_dataset/images/Tomato___Late_blight/ffd2499b-8b96-450e-b33b-5deacc841d24.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Target_Spot/700bd1a2-d9dd-4e82-9cbf-e717f3c6ee35.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/3dd7c353-c5a6-41b9-b10f-108664978ace.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/1e0253af-cae3-4706-94d3-ecf5411d60ea.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Apple___Black_rot/99b224e2-e834-4a3c-b3c8-981184100f87.JPG,Apple___Black_rot
plantGuard_dataset/images/Corn_(maize)___Common_rust_/c3203c40-a429-4d6e-810e-1ed06040a79c.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Peach___Bacterial_spot/cd1863ac-bce8-4260-b717-ccd7003893ec.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Peach___Bacterial_spot/9d1fac0d-8e65-450f-a6b0-9d7e7169d030.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/c829b0e3-887f-4e6b-b00c-d4edc811eb35.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/b2cbaa8e-25bc-49ad-8307-b722d2310a2f.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Blueberry___healthy/aecf4add-9447-4433-8df8-eef831fe4f18.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/0a9d4223-9272-41ee-8e57-c69e1c6faf25.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Apple___Cedar_apple_rust/3e6482c5-b04a-4d20-bcb3-5e396652a594.JPG,Apple___Cedar_apple_rust
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/d9ec33ca-26a9-448d-ad5e-4e03276983f5.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Corn_(maize)___healthy/dc8422bc-8a92-4756-bfa3-a236780abda6.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/44e7012f-1a5d-4de7-8d35-5249f4a12811.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/e764d878-5081-4c15-b888-cef7d54ce0b5.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/50c61516-e7c8-4f7d-908a-dd800eb10842.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Apple___healthy/da18b176-ee93-4fcf-816f-b8b778db2ae1.JPG,Apple___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/7165059f-8d6e-4f32-af6e-761ae0d024e2.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Leaf_Mold/c34fe5e7-9e61-403e-9a79-df61387c4ea3.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/549df02b-84f0-4749-b056-fbed3ced2aab.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/c9158404-abfc-4461-bf03-c7964c073ab0.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Cherry_(including_sour)___healthy/2f86d677-f40a-48bb-8b10-b01388c5ba37.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/b40f16fc-ab7e-4368-8a3c-89b3174fcda1.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/c7408ad6-31bc-4ff0-9fa7-c92148fc0e3a.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/aca46fd4-7ca1-4845-87d9-c9af1a6ca528.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Potato___Early_blight/3ead046a-1630-4459-a606-2713e18bdca5.JPG,Potato___Early_blight
plantGuard_dataset/images/Grape___Black_rot/5109e6f2-4fca-4f5f-8859-fe059d1db1b9.JPG,Grape___Black_rot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/9f4eaedc-c693-4695-9f8f-36cd61e29e9e.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Target_Spot/9fce792b-3348-488d-87a2-832a7f955b14.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Squash___Powdery_mildew/bd6da8f4-c4f8-49de-bc95-753ee2440ace.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/21b0ffd1-f0f2-48d2-bee8-a9a8d3774add.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/ca5d133f-9430-4cb7-97c2-440b3b7e5f54.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/ae402efa-c7a3-4992-a9b0-1d5e8b5f1d18.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/fb1e1b9b-f5f6-4943-b735-4787d8abc94d.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/44f3933d-cf4c-4295-a288-faa9657c4fc2.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/cdf96573-cc37-4515-be5b-ab2c3cf3d109.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Apple___Apple_scab/05bf8de2-536e-4eff-8e27-54e43a19da9b.JPG,Apple___Apple_scab
plantGuard_dataset/images/Tomato___healthy/fc86a0d7-bca8-49f3-b58e-5dee2d84a9e3.JPG,Tomato___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/0062d0b0-0008-4859-9ae2-ee7193f990b3.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Strawberry___healthy/21b45eb2-9348-47b6-b6d6-119972efe606.JPG,Strawberry___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/5f54d90f-9b86-46bc-b048-41c6b0ab1e8a.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/3d4d9e6a-2c51-42b7-b206-55ab59772ecb.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Corn_(maize)___healthy/da07494c-08b9-41e4-a1a5-0dec1b334a53.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/50ebb090-8318-4798-91ac-57c57c42afff.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Apple___Apple_scab/abc84554-fa0a-4b9f-aa32-27e468817d9c.JPG,Apple___Apple_scab
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/7b8d4fcd-a44b-4805-b351-a9038f693ead.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/e6410581-cf5e-483d-aebf-6462a365bc7d.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/d3577052-b8f0-415a-89f7-0713f2509979.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/021e2f7c-0531-4850-b148-a9b2f73577a4.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/6531bdf8-c528-4614-9697-d3458385e636.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/d61975bc-3559-4c58-ba9b-f4580a93c239.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/d0b22afc-eff2-4562-a662-50d6909f6486.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Leaf_Mold/18d7a73c-485b-4e98-9eef-0d155776c274.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Grape___Black_rot/87bc0a58-9537-4312-b515-4e791e51015c.JPG,Grape___Black_rot
plantGuard_dataset/images/Peach___Bacterial_spot/5fd0cd0a-aa9f-47bc-9812-c932c87cc3c2.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Apple___Apple_scab/2b170fa4-e929-4562-b3eb-9ca42bf7b1dd.JPG,Apple___Apple_scab
plantGuard_dataset/images/Apple___Cedar_apple_rust/de548e2a-0197-4188-a882-6b132d34656f.JPG,Apple___Cedar_apple_rust
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/07b7ffc0-c2b8-43fe-8ca4-6371aff72b6e.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/81150e25-c66c-4b8b-9cf3-cb33abab8424.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Peach___Bacterial_spot/8f6fde60-6e14-4ef9-8cc7-d27c2cb9d16b.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/b471a5da-4251-44bd-98ce-40cbe758b78b.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/47139c5f-4743-42c0-b6fd-95ee1168343b.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/b1a6e113-f784-4cf0-abed-5717203aafa6.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Corn_(maize)___healthy/be1c65e6-5995-4608-b57e-2c105a4b0f37.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Tomato___Late_blight/1a4ac347-f31c-46f4-9531-7bfb0908e440.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Bacterial_spot/4ee64624-e689-4f32-8707-341428c2f2b5.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/2a6401f1-aa34-49ea-a3c1-9bb480d1a480.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___healthy/1cab122b-e02f-4595-a78b-187e2e6fa72b.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/54cb820b-25b4-4b13-a7a0-67c05de275df.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/89bd4615-9ad2-49c4-9262-e43e55ee0258.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/670e2dcb-7a06-4c52-885e-e945a469f11b.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/e5b1a795-2e7d-4fc1-8310-5b89f5bb5cac.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
plantGuard_dataset/images/Strawberry___healthy/d29ea188-6442-474b-ae02-bbba30ac9928.JPG,Strawberry___healthy
plantGuard_dataset/images/Soybean___healthy/c20f82f1-86bd-4628-b78e-59e77e6b081f.JPG,Soybean___healthy
plantGuard_dataset/images/Corn_(maize)___Common_rust_/ad53351f-87b7-4007-af33-a40ff26162e1.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Squash___Powdery_mildew/89812035-32f5-42fa-83c9-df1afcaeae63.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Soybean___healthy/dcc463e1-8152-49e3-927b-4bc36a905e19.JPG,Soybean___healthy
plantGuard_dataset/images/Strawberry___Leaf_scorch/fe560ffe-ba65-4cb3-9951-d1ea720d9703.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/13c0c129-fbd6-46ab-8716-d2a998a50d7f.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/d59c1613-bca9-40ff-b67e-6780a0fd2443.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Bacterial_spot/4118c0be-8aa6-46a0-97c3-e004f91c6bf1.JPG,Tomato___Bacterial_spot
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/27b9cdcc-2d59-4215-8710-b13ce95c534c.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Cherry_(including_sour)___healthy/cbfcf873-c5ea-40dc-95ec-f1864e63c87d.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Corn_(maize)___Common_rust_/bbf1de56-ea5b-4a90-94db-222f2db9d906.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/0d781045-edd2-4a9d-b1db-aa5ab12b5f9a.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/9dd239b4-b21b-4af6-b077-7b3f763a011d.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Soybean___healthy/d9c3a205-4f83-45a1-9178-4434828083f8.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/8c3b12ec-7a43-4e23-be4d-cd81258af205.JPG,Soybean___healthy
plantGuard_dataset/images/Potato___Early_blight/388d4c24-e5d6-44e7-8778-fc25a06f8207.JPG,Potato___Early_blight
plantGuard_dataset/images/Potato___Late_blight/3cb39199-8137-4583-a48f-0b954f8a6e9e.JPG,Potato___Late_blight
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/41346baf-1282-401c-ad8e-bd4780c3adfa.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___healthy/74ae0966-e693-46b9-9f28-5b7b66ad6e0f.JPG,Tomato___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/6e853c7b-6f08-4dc9-a785-0c070c7aa48e.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/939589dd-c155-4c8b-bb10-749bca2654f6.JPG,Soybean___healthy
plantGuard_dataset/images/Potato___healthy/32343e16-25ee-4a70-ad0a-a67c8fca6740.JPG,Potato___healthy
plantGuard_dataset/images/Apple___Black_rot/d8026bef-d7d3-4085-9463-75ec7796ee46.JPG,Apple___Black_rot
plantGuard_dataset/images/Soybean___healthy/fb38a997-cc1c-401d-ab00-f4dc29e65ccb.JPG,Soybean___healthy
plantGuard_dataset/images/Corn_(maize)___healthy/feef3e65-66ed-4060-9e2f-c18f32fc6377.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Soybean___healthy/e8c5bb09-1705-41a2-9b09-c9ce0bce011a.JPG,Soybean___healthy
plantGuard_dataset/images/Corn_(maize)___healthy/1c74e2de-8d5b-42fb-a257-2025ea5323ae.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Tomato___Target_Spot/0b7627f9-cc55-4f95-89c1-d1d0fc77e0df.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Tomato___healthy/4e3f96b9-8f40-4169-b6b5-1d9d2b24da35.JPG,Tomato___healthy
plantGuard_dataset/images/Tomato___healthy/1eb5cd2b-2ade-4aa7-9bd5-eaaf86808a92.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___Cedar_apple_rust/f326b685-a3d2-4c17-8b98-d0df8fee736b.JPG,Apple___Cedar_apple_rust
plantGuard_dataset/images/Tomato___healthy/edbebf56-c541-431b-a978-addc35b9e842.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___healthy/42082ae4-2d4f-4490-b55d-dc63157a2c63.JPG,Apple___healthy
plantGuard_dataset/images/Apple___Black_rot/3d35d8a6-075d-44c2-b8e2-089ecf840cb0.JPG,Apple___Black_rot
plantGuard_dataset/images/Blueberry___healthy/af70a223-8343-4237-8b06-dd84514cc568.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/c9fc1d39-9861-46d0-980a-cd028a3bff84.JPG,Tomato___Bacterial_spot
"plantGuard_dataset/images/Pepper,_bell___healthy/46522c9b-3427-4a61-a46d-ed8e4a0f286b.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Soybean___healthy/de4231ae-0d74-4cc7-b9df-36b017fc8d33.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/d4449ff9-80b3-4572-bc2a-8d9b4b32a200.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
